Requestbody,Encrypted_data
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""175"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3PO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3YWJZ7lzqqUwggO6WpfgFr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""175"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3PO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3YWJZ7lzqqUwggO6WpfgFr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""294"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3P15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3Xn4prIgNHPYiNUuvQ2VXx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""181"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve36izH2SfHSX6JVyk8LGi+1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""286"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3XvZJ0ppCnBnnL+F7PfTqT
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""220"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2TNLy6V9GMufZLbk+R6miA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""160"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0nINSZtn0ZblftV8gM8EdX
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""116"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BPm3lkNCKqpCVZVnPS+Ve
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""146"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3DN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2vWNjuEQ9VwHEKW0SUyTIa
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""182"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zJ15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3XqROasI6Y6oQKv1r/01H4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""157"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2CWOKdbOP/TqYThOR/pCM1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""121"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3bK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3kRlvhSk5simFrtnW8H4E8
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""107"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3TM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1sPleW7TwgJEeMuvkkJvRx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""287"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHzM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1yo4xQ8bphapv+1K2cxe9X
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""257"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHHM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1QNBviJlbZEdMGcC0B6R9N
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""246"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHDN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19NCGRW7pznwQfr43qhA5i
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""273"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1QcCvdL3EZZjGLJUc+ocGJ
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""149"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3DC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve028nMxDY01oc4o+gazJbVj
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""120"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3bL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BWEXFHWSq5oNemobvp1T4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""275"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0KNG8E3Y+MDH01z2zXMz0T
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""158"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3HD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0b8klCcGGfLxkxJaZYSKRM
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""169"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LC15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3kzjufWAHsZaRxHKHCjjy0
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""114"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3XP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JAlGtPoUGc1T/PL9oOk7X
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""224"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbP15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1BTMQrC3qVCn6f3YLfCT+T
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""215"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHXO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2+cLb2IxrmQMPf5IVFz6dr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""141"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3DK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1QAoITtNsGxt+BnZwu4xtE
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""183"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1ytw2+56RehmY/k6msa4Q8
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""105"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3TO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3kAmveQ2ms/YPm4x+DV1/4
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""276"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0nFk1oJPDGuVtqunkj+kNe
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""165"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LO15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1QRrIsvfzGsT0MyPYRq8WA
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""100"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3TL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2TZA1rSOhzIukHfCGeDN0v
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""227"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHbM15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1sbuZH8gXfv1jAqJcrwEHe
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""246"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHDN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19NCGRW7pznwQfr43qhA5i
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""161"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LK15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2CPsq94VffArXYeztfSJKT
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""270"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19Ugmx1g5T0xfUUFLKaL/E
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""180"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3zL15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1flS/SHtsUM0Bg5rxYovpx
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""178"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3PD15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve3JzgHsJe1G63NowwEp4y2b
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""292"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZH3J15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve2N286y0P3SV8QzuMA5S6lr
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""123"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3bI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1semep5BvgU6UB75Mbbiq1
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""166"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ3LN15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve19ZJBARIOMBBtTvePlYrvN
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""197"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZ33M15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve0o0VF4kckr19vH0zdaXRfE
"{""reqRefNo"": ""ae81ca6b-e527-4201-aaae-1c861a517f06"", ""rrn"": ""421312"", ""txnAmt"": ""273"", ""txnTimestamp"": ""1700741921"", ""timeStamp"": 1705643830, ""deviceId"": 100259}",VSpCIOGSI3DX/16OsQcKNI4BBll8KJz+sOeeNDgX1QObr60HC2Y1TX87hMaJCR0qyYyFXNDkJD9IC20WijlDK9hFmWoZFy7ZmBm+pcxnyymiZHPI15j4f0Yoij6049rCt2rqOaU+aHPQ09kTKnZjxPZY2NkVwp20UGYd4i9546RrEr6pBJ2137YotBACANgXe/qTkRmw2tM6x4pztL3mve1QcCvdL3EZZjGLJUc+ocGJ
